message_clean,sentimen
hand pink waving hand purple blue peace,netral
yeb tolongin yeb,negatif
alterchamp handshake sonic jantidakn mau disusupin,netral
pulantidakan oniicc,netral
ngetik nya jantidakn nangis dekk mposs cat orange whistling face blue smiling,negatif
pp,negatif
pleading face,positif
rrq juara m,positif
sepi,negatif
bismillah alter ego juara allah folded hands,netral
bau alter ego juara,negatif
kasih alter ego menang tolongs,negatif
ayo onic,netral
good luckk onic,positif
jam berapa main,netral
anjay rame banget,positif
bismillahirrahmanirrahim allah yok,netral
er er qi main jam berapa bang,netral
barikah,negatif
